question,groundtruth,chatbot_response,similar_questions,accuracy
Tình cảm của Bác Hồ dành cho cán bộ chiến sĩ miền Nam là gì?,Tình cảm của Bác Hồ dành cho cán bộ chiến sĩ miền Nam là sâu sắc.,"Tình cảm của Bác Hồ dành cho cán bộ chiến sĩ miền Nam là tình cảm thiêng liêng, cao quý. Ngày đêm Người luôn quan tâm đến sự ngiệp giải phóng miền Nam thống nhất Tổ quốc.","['Bác Hồ có quan tâm đến cán bộ chiến sĩ miền Nam không?', 'Tình cảm của Bác Hồ với miền Nam như thế nào?', 'Bác Hồ đã làm gì để thể hiện tình cảm với cán bộ chiến sĩ miền Nam?']",1
Đồng bào miền Nam làm gì để đáp lại tình thương yêu của Bác Hồ?,"Đồng bào miền Nam luôn làm theo lời Bác, thực hiện đến cùng sự nghiệp giải phóng miền Nam, thống nhất Tổ quốc.","Đồng bào miền Nam luôn làm theo lời Bác, thực hiện đến cùng sự nghiệp giải phóng miền Nam, thống nhất Tổ quốc. Tình cảm của đồng bào miền Nam còn là sự nhớ thương, mong chờ, trông đợi được đón Bác Hồ vào miền Nam cùng vui niềm vui chiến thắng. Tình cảm máu thịt, sâu sắc của Bác Hồ với miền Nam và của đồng bào miền Nam với Bác Hồ như “chất men” xúc tác tạo thành một trong những nhân tố quyết định làm nên chiến thắng trong sự nghiệp đánh Pháp, đuổi Mỹ, dẫn đến đại thắng mùa xuân năm 1975 giải phóng hoàn toàn miền Nam, thống nhất Tổ quốc, thực hiện trọn vẹn Di chúc thiêng liêng của Người.","['Tình cảm của Bác Hồ với miền Nam như thế nào?', 'Miền Nam đã đạt được chiến thắng nào?', 'Di chúc thiêng liêng của Bác Hồ là gì?']",1
Tình cảm của đồng bào miền Nam với Bác Hồ như thế nào?,"Tình cảm của đồng bào miền Nam với Bác Hồ là sự nhớ thương, mong chờ, trông đợi được đón Bác Hồ vào miền Nam cùng vui niềm vui chiến thắng.","Tình cảm của đồng bào miền Nam với Bác Hồ là sự nhớ thương, mong chờ, trông đợi được đón Bác Hồ vào miền Nam cùng vui niềm vui chiến thắng. Tình cảm này là sự nhất quán, sâu sắc và được coi như một trong những nhân tố quyết định làm nên chiến thắng trong sự nghiệp giải phóng miền Nam, thống nhất Tổ quốc.","['Bác Hồ có quan tâm đến miền Nam như thế nào?', 'Tình cảm của Bác Hồ với miền Nam như thế nào?', 'Đồng bào miền Nam đã làm gì để thể hiện tình cảm với Bác Hồ?']",1
Tình cảm của Bác Hồ với miền Nam và của đồng bào miền Nam với Bác Hồ có vai trò gì trong chiến thắng chống Pháp và Mỹ?,"Tình cảm của Bác Hồ với miền Nam và của đồng bào miền Nam với Bác Hồ như 'chất men' xúc tác tạo thành một trong những nhân tố quyết định làm nên chiến thắng trong sự nghiệp đánh Pháp, đuổi Mỹ, dẫn đến đại thắng mùa xuân năm 1975 giải phóng hoàn toàn miền Nam, thống nhất Tổ quốc, thực hiện trọn vẹn Di chúc thiêng liêng của Người.","Tình cảm của Bác Hồ với miền Nam và của đồng bào miền Nam với Bác Hồ có vai trò quan trọng trong chiến thắng chống Pháp và Mỹ. Tình cảm này là nguồn động lực lớn để đồng bào miền Nam kiên cường chiến đấu và hy sinh cho sự nghiệp giải phóng miền Nam, thống nhất Tổ quốc. Tình cảm máu thịt, sâu sắc này đã tạo nên sự đoàn kết, sự tin tưởng và sự đồng lòng của toàn dân miền Nam, giúp đẩy mạnh cuộc chiến và đạt được chiến thắng cuối cùng.","['Tại sao tình cảm của Bác Hồ với miền Nam lại quan trọng trong chiến thắng chống Pháp và Mỹ?', 'Tình cảm của đồng bào miền Nam với Bác Hồ có ảnh hưởng gì đến chiến thắng chống Pháp và Mỹ?', 'Tình cảm của Bác Hồ với miền Nam và của đồng bào miền Nam với Bác Hồ có vai trò gì trong cuộc chiến chống Pháp và Mỹ?']",1
GEM Center có thể làm gì?,"GEM Center có thể là phòng hội thảo, phòng triển lãm, không gian choáng ngợp cho dạ tiệc, sân khấu âm nhạc hoặc sàn diễn thời trang.","GEM Center có thể là phòng hội thảo, phòng triển lãm, không gian choáng ngợp cho dạ tiệc, sân khấu âm nhạc hoặc sàn diễn thời trang.","['GEM Center nằm ở đâu?', 'GEM Center có không gian ngoài trời không?', 'GEM Center có phòng chờ không?']",1
Địa chỉ của GEM Center là gì?,"Địa chỉ của GEM Center là 08 Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, TP.HCM.","Địa chỉ của GEM Center là 08 Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, TP.HCM.","['GEM Center nằm ở đâu?', 'Địa chỉ GEM Center ở thành phố nào?', 'GEM Center ở quận mấy?']",1
GEM Center được xem là địa điểm có không gian sảnh dành cho sự kiện lớn nhất ở đâu?,"GEM Center được xem là địa điểm có không gian sảnh dành cho sự kiện lớn nhất ở khu vực trung tâm của Quận 1, Thành phố Hồ Chí Minh.","GEM Center được xem là địa điểm có không gian sảnh dành cho sự kiện lớn nhất nằm ngay tại khu vực trung tâm của Quận 1, Thành phố Hồ Chí Minh.","['GEM Center nằm ở đâu?', 'GEM Center có chức năng gì?', 'GEM Center có không gian sảnh dành cho sự kiện lớn nhất không?']",1
Địa chỉ hầm chứa vũ khí bí mật của Biệt động Sài Gòn là gì?,"287/70-72-74 Nguyễn Đình Chiểu, Quận 3, TP.HCM.","Địa chỉ hầm chứa vũ khí bí mật của Biệt động Sài Gòn là 287/70-72-74 Nguyễn Đình Chiểu, Quận 3, TP.HCM.","['Hầm chứa vũ khí bí mật của Biệt động Sài Gòn nằm ở đâu?', 'Địa chỉ hầm chứa vũ khí bí mật của Biệt động Sài Gòn?', 'Hầm chứa vũ khí bí mật của Biệt động Sài Gòn ở đâu?']",1
Hầm chứa vũ khí bí mật của Biệt động Sài Gòn cất giữ bao nhiêu tấn vũ khí?,Hơn 3 tấn.,Hầm chứa vũ khí bí mật của Biệt động Sài Gòn cất giữ hơn 3 tấn vũ khí.,"['Hầm chứa vũ khí bí mật của Biệt động Sài Gòn nằm ở đâu?', 'Hầm chứa vũ khí bí mật của Biệt động Sài Gòn có gì đặc biệt?', 'Lịch sử của hầm chứa vũ khí bí mật của Biệt động Sài Gòn là gì?']",1
Hầm chứa vũ khí bí mật của Biệt động Sài Gòn phục vụ cho cuộc tấn công nào?,Cuộc tấn công Dinh Độc Lập năm 1975.,Cuộc tấn công Dinh Độc Lập năm 1975.,"['Hầm chứa vũ khí bí mật của Biệt động Sài Gòn phục vụ cho sự kiện gì?', 'Hầm chứa vũ khí bí mật của Biệt động Sài Gòn được sử dụng trong cuộc tấn công nào?', 'Hầm chứa vũ khí bí mật của Biệt động Sài Gòn có liên quan đến sự kiện nào?']",1
Hệ thống hầm bí mật của Biệt động Sài Gòn tồn tại ở đâu?,Ngay giữa lòng thành phố.,"Hệ thống hầm bí mật của Biệt động Sài Gòn tồn tại tại địa chỉ 287/70-72-74 Nguyễn Đình Chiểu, Quận 3, TP.HCM.","['Hầm bí mật của Biệt động Sài Gòn nằm ở đâu?', 'Địa chỉ hầm chứa vũ khí bí mật của Biệt động Sài Gòn là gì?', 'Hệ thống hầm bí mật của Biệt động Sài Gòn nằm ở thành phố nào?']",1
Khu chợ 100 năm tuổi nằm ở đâu?,Khu chợ 100 năm tuổi nằm ngay trung tâm thành phố.,"Khu chợ 100 năm tuổi nằm ở đường Lê Lợi, P. Bến Thành, Quận 1, Thành phố Hồ Chí Minh.","['Chợ Bến Thành nằm ở đâu?', 'Địa chỉ của chợ Bến Thành là gì?', 'Chợ Bến Thành nằm ở quận nào?']",1
Mặt tiền tháp chuông ở cửa Nam từng là biểu tượng của thành phố nào?,Mặt tiền tháp chuông ở cửa Nam từng là biểu tượng của thành phố Sài Gòn.,Mặt tiền tháp chuông ở cửa Nam từng là biểu tượng của thành phố Sài Gòn - Thành phố Hồ Chí Minh.,"['Thành phố nào có mặt tiền tháp chuông ở cửa Nam là biểu tượng?', 'Biểu tượng của thành phố Sài Gòn - Thành phố Hồ Chí Minh là gì?', 'Cửa Nam của thành phố nào có mặt tiền tháp chuông?']",1
"Chợ Bến Thành có bao nhiêu sạp bán thực phẩm tươi sống, hoa quả theo mùa và ẩm thực từ nhiều vùng miền?","Chợ Bến Thành có khoảng 3000 sạp bán thực phẩm tươi sống, hoa quả theo mùa và ẩm thực từ nhiều vùng miền.","Chợ Bến Thành có khoảng 3000 sạp bán thực phẩm tươi sống, hoa quả theo mùa và ẩm thực từ nhiều vùng miền.","['Chợ Bến Thành nằm ở đâu?', 'Chợ Bến Thành hoạt động vào thời gian nào?', 'Chợ Bến Thành có những món ăn nổi tiếng nào?']",1
Món ăn nổi trội nhất tại chợ Bến Thành là gì?,Món ăn nổi trội nhất tại chợ Bến Thành là món ăn Nam Bộ và chè kiểu Sài Gòn.,Món ăn nổi trội nhất tại chợ Bến Thành là món ăn Nam Bộ và chè kiểu Sài Gòn.,"['Chợ Bến Thành có những món ăn gì?', 'Chợ Bến Thành nổi tiếng với món ăn gì?', 'Món ăn đặc sản nào nổi tiếng tại chợ Bến Thành?']",1
"Về đêm, chợ Bến Thành có những gì?","Về đêm, chợ Bến Thành có hơn 100 quầy hàng bán quà lưu niệm, quần áo thời trang và món ăn phong cách đường phố.","Về đêm, chợ Bến Thành rất sôi động với hơn 100 quầy hàng bán quà lưu niệm, quần áo thời trang và món ăn phong cách đường phố. Bạn có thể tìm thấy nhiều món ăn ngon như chè, bánh tráng trộn, hủ tiếu, bánh xèo và nhiều món ăn khác. Ngoài ra, bạn cũng có thể mua được các sản phẩm thủ công mỹ nghệ, quần áo, túi xách, đồ trang sức và nhiều mặt hàng khác.","['Chợ Bến Thành hoạt động từ mấy giờ đến mấy giờ?', 'Chợ Bến Thành có bao nhiêu cửa?', 'Chợ Bến Thành nằm ở đâu?']",1
Ngôn ngữ chủ yếu được sử dụng tại chợ Bến Thành là gì?,Ngôn ngữ chủ yếu được sử dụng tại chợ Bến Thành là tiếng Anh.,Ngôn ngữ chủ yếu được sử dụng tại chợ Bến Thành là tiếng Việt.,"['Chợ Bến Thành có sử dụng tiếng Anh không?', 'Ngôn ngữ nào được sử dụng nhiều nhất tại chợ Bến Thành?', 'Có cần biết tiếng Việt để mua sắm tại chợ Bến Thành không?']",0
Chợ Bến Thành có bao nhiêu cửa?,Chợ Bến Thành có 4 cửa.,"Chợ Bến Thành có 4 cửa: Công trường Quách Thị Trang (cửa Nam/cửa chính), đường Lê Thánh Tôn (cửa Bắc), đường Phan Bội Châu (cửa Đông), đường Phan Chu Trinh (cửa Tây).","['Chợ Bến Thành nằm ở đâu?', 'Chợ Bến Thành hoạt động vào thời gian nào?', 'Chợ Bến Thành có những mặt hàng gì?']",1
Địa chỉ của chợ Bến Thành là gì?,"Địa chỉ của chợ Bến Thành là Đường Lê Lợi, P. Bến Thành, Quận 1, Thành phố Hồ Chí Minh.","Địa chỉ của chợ Bến Thành là 07 Công Trường Lam Sơn, Bến Nghé, Quận 1, TP.HCM.","['Chợ Bến Thành nằm ở đâu?', 'Chợ Bến Thành có địa chỉ gì?', 'Ở đâu là chợ Bến Thành?']",0
Chợ Bến Thành hoạt động vào thời gian nào?,"Chợ Bến Thành hoạt động từ 05:00 đến 23:00 mỗi ngày, với chợ đêm diễn ra từ 19:00.","Chợ Bến Thành hoạt động từ 05:00 đến 23:00 mỗi ngày, và có chợ đêm diễn ra từ 19:00.","['Chợ Bến Thành mở cửa vào thời gian nào?', 'Chợ Bến Thành hoạt động từ mấy giờ đến mấy giờ?', 'Chợ Bến Thành mở cửa vào ban ngày hay ban đêm?']",1
Bảo tàng Lịch sử - thành phố Hồ Chí Minh có những hiện vật độc nhất nào?,Bức tượng Devi Hương Quế và nhiều tượng Phật bằng đồng,"Bảo tàng Lịch sử - thành phố Hồ Chí Minh có hiện vật độc nhất là xác ướp Xóm Cải, một nữ quý tộc sống thời vương triều Nguyễn, triều đại phong kiến cuối cùng trong lịch sử Việt Nam.","['Bảo tàng Lịch sử - thành phố Hồ Chí Minh có bao nhiêu hiện vật?', 'Bảo tàng Lịch sử - thành phố Hồ Chí Minh nằm ở địa chỉ nào?', 'Thời gian hoạt động của Bảo tàng Lịch sử - thành phố Hồ Chí Minh là khi nào?']",0
Phật giáo được sáng lập tại đâu?,Phật giáo được sáng lập tại miền Bắc Ấn Độ,Phật giáo được sáng lập tại Ấn Độ.,"['Phật giáo ra đời từ thời điểm nào?', 'Ai là người sáng lập Phật giáo?', 'Phật giáo có bao nhiêu tín đồ trên thế giới?']",1
Phật giáo đã truyền bá và ảnh hưởng tới các nền nghệ thuật Phật giáo ở đâu?,Phật giáo đã truyền bá và ảnh hưởng tới các nền nghệ thuật Phật giáo trên khắp lục địa châu Á,"Phật giáo đã truyền bá và ảnh hưởng tới các nền nghệ thuật Phật giáo ở nhiều nước châu Á như Trung Quốc, Việt Nam, Triều Tiên, Nhật Bản, Sri Lanka, Myanmar, Thái Lan, Campuchia, Lào và nhiều quốc gia khác trong khu vực Nam Á và Đông Nam Á.","['Phật giáo đã ảnh hưởng đến nghệ thuật ở những nước nào?', 'Các nền nghệ thuật Phật giáo phát triển ở đâu?', 'Phật giáo đã có ảnh hưởng đến nghệ thuật ở châu Á như thế nào?']",1
Bảo tàng Chứng tích chiến tranh lưu trữ những gì?,"Bảo tàng Chứng tích chiến tranh lưu trữ hơn 20.000 tư liệu, hình ảnh, hiện vật về những chứng tích và hậu quả của các cuộc chiến tranh tại Việt Nam giai đoạn cận đại","Bảo tàng Chứng tích chiến tranh lưu trữ và trưng bày hơn 20.000 tư liệu, hình ảnh, hiện vật về những chứng tích và hậu quả của các cuộc chiến tranh tại Việt Nam giai đoạn cận đại. Nhiều chuyên đề trưng bày hấp dẫn như: Những sự thật lịch sử, Hồi niệm, Bồ câu trắng, Chất độc da cam trong chiến tranh Việt Nam, Thế giới ủng hộ Việt Nam kháng chiến,...","['Bảo tàng Chứng tích chiến tranh ở đâu?', 'Thời gian hoạt động của Bảo tàng Chứng tích chiến tranh là khi nào?', 'Bảo tàng Chứng tích chiến tranh có bao nhiêu hiện vật?']",1
Bảo tàng Chứng tích chiến tranh có những chuyên đề trưng bày gì?,"Bảo tàng Chứng tích chiến tranh có nhiều chuyên đề trưng bày như: Những sự thật lịch sử, Hồi niệm, Bồ câu trắng, Chất độc da cam trong chiến tranh Việt Nam, Thế giới ủng hộ Việt Nam kháng chiến","Bảo tàng Chứng tích chiến tranh có nhiều chuyên đề trưng bày hấp dẫn như: Những sự thật lịch sử, Hồi niệm, Bồ câu trắng, Chất độc da cam trong chiến tranh Việt Nam, Thế giới ủng hộ Việt Nam kháng chiến,...","['Bảo tàng Chứng tích chiến tranh có những hiện vật gì?', 'Bảo tàng Chứng tích chiến tranh ở đâu?', 'Thời gian hoạt động của Bảo tàng Chứng tích chiến tranh là khi nào?']",1
Địa chỉ của Bảo tàng Chứng tích chiến tranh ở đâu?,"Địa chỉ của Bảo tàng Chứng tích chiến tranh là 26, đường Võ Văn Tần, phường Võ Thị Sáu, Quận 3","Bảo tàng Chứng tích chiến tranh nằm tại địa chỉ 26, đường Võ Văn Tần, phường Võ Thị Sáu, Quận 3.","['Thời gian hoạt động của Bảo tàng Chứng tích chiến tranh là khi nào?', 'Bảo tàng Chứng tích chiến tranh có bộ sưu tập gì?', 'Bảo tàng Chứng tích chiến tranh có những chuyên đề trưng bày nào?']",1
Thời gian hoạt động của Bảo tàng Chứng tích chiến tranh là khi nào?,"Bảo tàng Chứng tích chiến tranh hoạt động từ 7:30 đến 16:30 (từ Thứ 2 đến Chủ Nhật và ngày Lễ, Tết)","Bảo tàng Chứng tích chiến tranh hoạt động từ 7:30 đến 16:30, từ Thứ 2 đến Chủ Nhật và ngày Lễ, Tết.","['Bảo tàng Chứng tích chiến tranh hoạt động vào thời gian nào?', 'Thời gian hoạt động của Bảo tàng Chứng tích chiến tranh là bao lâu?', 'Bảo tàng Chứng tích chiến tranh mở cửa vào thời gian nào?']",1
Bộ sưu tập bom của Bảo tàng Chứng tích chiến tranh bao gồm những loại bom nào?,Bộ sưu tập bom của Bảo tàng Chứng tích chiến tranh bao gồm bom cam khía BLU 24B/B và bom CBU 55/B,"Bộ sưu tập bom của Bảo tàng Chứng tích chiến tranh bao gồm bom cam khía BLU 24B/B, bom CBU 55/B, bom Địa chấn (phát quang) BLU - 82B, bom 250 LBS có Ký hiệu MK81 mod 1 và bom bi đánh xe cơ giới, tàu hỏa, tàu xuồng vật liệu.","['Bảo tàng Chứng tích chiến tranh có bộ sưu tập gì?', 'Các loại bom nào có trong bộ sưu tập của Bảo tàng Chứng tích chiến tranh?', 'Bảo tàng Chứng tích chiến tranh có bom cam khía BLU 24B/B không?']",0
GEM Center được xem là địa điểm có không gian sảnh dành cho sự kiện lớn nhất ở đâu?,"Quận 1, TP.HCM","GEM Center được xem là địa điểm có không gian sảnh dành cho sự kiện lớn nhất nằm ngay tại khu vực trung tâm của Quận 1, Thành phố Hồ Chí Minh.","['GEM Center nằm ở đâu?', 'GEM Center có chức năng gì?', 'GEM Center có không gian sảnh dành cho sự kiện lớn nhất không?']",1
GEM Center có thể làm phòng hội thảo cho ai?,Cả tập đoàn,GEM Center có thể làm phòng hội thảo cho cả tập đoàn.,"['GEM Center có thể làm phòng hội thảo cho ai khác không?', 'GEM Center có thể tổ chức sự kiện gì khác ngoài hội thảo?', 'Địa chỉ của GEM Center là gì?']",1
GEM Center có thể làm không gian choáng ngợp cho loại sự kiện nào?,Dạ tiệc cả ngàn khách,"GEM Center có thể làm không gian choáng ngợp cho dạ tiệc cả ngàn khách, sân khấu âm nhạc sôi động và sàn diễn thời trang hoành tráng.","['GEM Center có thể làm không gian choáng ngợp cho hội thảo không?', 'GEM Center có thể làm không gian choáng ngợp cho triển lãm không?', 'GEM Center có thể làm không gian choáng ngợp cho sự kiện nhỏ không?']",1
GEM Center nằm ở khu vực nào của thành phố Hồ Chí Minh?,Khu vực trung tâm của Quận 1,GEM Center nằm ở khu vực Quận 1 của thành phố Hồ Chí Minh.,"['GEM Center nằm ở địa chỉ nào?', 'GEM Center thuộc khu vực nào của TP.HCM?', 'GEM Center nằm ở quận nào của thành phố Hồ Chí Minh?']",1
GEM Center có thể làm sàn diễn thời trang hoành tráng không?,Có,"Có, GEM Center có thể làm sàn diễn thời trang hoành tráng.","['GEM Center có thể làm sân khấu âm nhạc sôi động không?', 'GEM Center có thể làm phòng triển lãm không?', 'GEM Center có thể làm không gian choáng ngợp cho dạ tiệc không?']",1
Khi nào ba nền văn hoá đầu tiên xuất hiện trên lãnh thổ Việt Nam?,Khoảng cuối thời đại đồng thau – cuối thời đại đồ sắt (thế kỷ VIII TCN – thế kỷ II),Ba nền văn hoá đầu tiên xuất hiện trên lãnh thổ Việt Nam vào khoảng cuối thời đại đồng thau - cuối thời đại đồ sắt (thế kỷ VIII TCN - thế kỷ II).,"['Lịch sử ba nền văn hoá đầu tiên trên lãnh thổ Việt Nam?', 'Thời gian xuất hiện ba nền văn hoá đầu tiên trên lãnh thổ Việt Nam?', 'Ba nền văn hoá đầu tiên xuất hiện trên lãnh thổ Việt Nam vào thời gian nào?']",1
Có những quốc gia nào được hình thành trong thời kỳ ba nền văn hoá?,"Quốc gia Văn Lang – Âu Lạc, nước Lâm Ấp, Vương quốc Phù Nam","Ba quốc gia được hình thành trong thời kỳ ba nền văn hoá là Quốc gia Văn Lang - Âu Lạc, nước Lâm Ấp và Vương quốc Phù Nam.","['Có bao nhiêu quốc gia được hình thành trong thời kỳ ba nền văn hoá?', 'Quốc gia nào được hình thành từ nền văn hóa Đông Sơn?', 'Nền văn hóa Sa Huỳnh thuộc vùng miền nào?']",1
Những nền văn hóa trong thời kỳ ba nền văn hoá có quan hệ như thế nào với nhau?,"Có quan hệ mật thiết, lâu dài với nhau","Ba nền văn hóa trong thời kỳ ba nền văn hoá (Văn Lang - Âu Lạc, Lâm Ấp, Phù Nam) có quan hệ mật thiết, lâu dài với nhau. Mỗi nền văn hóa đóng góp vào sự hình thành và phát triển của văn hóa Việt Nam thống nhất sau này. Quan hệ này được thể hiện qua sự giao thương mạnh mẽ và trao đổi văn hóa giữa các khu vực, đồng thời cũng có sự ảnh hưởng về kỹ thuật, nghệ thuật và tư tưởng.","['Các nền văn hóa trong thời kỳ ba nền văn hoá có gì đặc sắc?', 'Các nền văn hóa trong thời kỳ ba nền văn hoá có quan hệ thế nào với nhau?', 'Những đặc điểm chung của ba nền văn hóa trong thời kỳ ba nền văn hoá là gì?']",1
Thời kỳ Bắc thuộc kéo dài trong bao lâu?,Hơn một ngàn năm,Thời kỳ Bắc thuộc kéo dài hơn một ngàn năm.,"['Bắc thuộc kéo dài trong bao lâu?', 'Thời gian Bắc thuộc kéo dài bao lâu?', 'Bắc thuộc kéo dài trong khoảng thời gian nào?']",1
Những cuộc nổi dậy của dân tộc diễn ra trong thời kỳ Bắc thuộc nhằm mục đích gì?,"Chống lại sự áp bức, bóc lột của phong kiến phương Bắc, giành lại nền độc lập và đấu tranh bảo tồn, tiếp thu có chọn lọc văn hoá du nhập từ bên ngoài để phát triển nền văn hoá dân tộc","Những cuộc nổi dậy của dân tộc trong thời kỳ Bắc thuộc nhằm mục đích chống lại sự áp bức, bóc lột của phong kiến phương Bắc, giành lại nền độc lập và đấu tranh bảo tồn, tiếp thu văn hóa du nhập từ bên ngoài để phát triển nền văn hóa dân tộc.","['Cuộc nổi dậy nào diễn ra trong thời kỳ Bắc thuộc?', 'Mục đích của cuộc nổi dậy trong thời kỳ Bắc thuộc là gì?', 'Dân tộc Việt Nam đã làm gì để chống lại sự xâm lăng trong thời kỳ Bắc thuộc?']",1
Bảo tàng Áo dài có diện tích bao nhiêu mét vuông?,20.000 mét vuông,Bảo tàng Áo Dài có diện tích khoảng 3.514m2.,"['Bảo tàng Áo Dài có diện tích bao nhiêu?', 'Kích thước của Bảo tàng Áo Dài là bao nhiêu?', 'Diện tích của Bảo tàng Áo Dài là bao nhiêu mét vuông?']",0
Các công trình chính trong khuôn viên bảo tàng được xây dựng từ vật liệu gì?,Gỗ quý từ vùng đất Quảng Nam,Các công trình chính trong khuôn viên bảo tàng được xây dựng từ gỗ.,"['Công trình chính trong khuôn viên bảo tàng được xây dựng từ vật liệu nào?', 'Vật liệu xây dựng các công trình chính trong khuôn viên bảo tàng là gì?', 'Các công trình chính trong khuôn viên bảo tàng được làm từ gì?']",1
Bảo tàng Áo dài giới thiệu những loại áo dài nào?,"Áo dài Hippy, Áo dài vẽ, Áo dài thổ cẩm, Áo dài hội nhập quốc tế","Bảo tàng Áo dài giới thiệu nhiều loại áo dài như Áo dài Hippy, Áo dài vẽ, Áo dài thổ cẩm, Áo dài hội nhập quốc tế và cả áo dài của các dân tộc.","['Bảo tàng Áo dài có trưng bày những loại áo dài nào?', 'Có những loại áo dài nào được trưng bày tại Bảo tàng Áo dài?', 'Bảo tàng Áo dài giới thiệu những mẫu áo dài nào?']",1
Áo dài Tứ thân được hình thành trong thời kỳ nào?,Thời kỳ từ năm 1645,"Áo dài Tứ thân được hình thành trong thời kỳ đó khổ vải rất nhỏ chỉ khoảng 30-40 cm, vì vậy người xưa phải nối hai mảnh vải dài lại với nhau mới đủ một thân áo.","['Áo dài Tứ thân được hình thành trong thời kỳ nào?', 'Ai đã phát minh ra áo dài Tứ thân?', 'Áo dài Tứ thân có ý nghĩa gì?']",1
Áo dài Le Mur là tên gọi tiếng Pháp của ai?,Họa sĩ Nguyễn Cát Tường,Not relevant,"['Ai là người sáng tạo ra áo dài Le Mur?', 'Áo dài Le Mur có xuất xứ từ đâu?', 'Áo dài Le Mur có ý nghĩa gì?']",0
Trò chơi Roller Coaster được thiết kế như thế nào?,"Đoàn tàu 24 chỗ ngồi, được kéo lên độ cao 24 mét bằng tời xích. Sau đó thả trôi xuống với tốc độ cao bằng quán tính. Đường ray được thiết kế với những cú ngoặt đột ngột, sườn dốc và cả lộn ngược.","Roller Coaster là một đoàn tàu 24 chỗ ngồi, được kéo lên độ cao 24 mét bằng tời xích. Sau đó, tàu sẽ thả trôi xuống với tốc độ cao bằng quán tính. Đường ray của Roller Coaster được thiết kế với những cú ngoặt đột ngột, sườn dốc và cả lộn ngược.","['Trò chơi Roller Coaster ở Đầm Sen có bao nhiêu chỗ ngồi?', 'Roller Coaster ở Đầm Sen có độ cao bao nhiêu?', 'Đường ray của Roller Coaster ở Đầm Sen được thiết kế như thế nào?']",1
Hươu cao cổ sống ở đâu?,"Hươu cao cổ thường sống ở savan, đồng cỏ và rừng thưa.","Hươu cao cổ sống ở savan, đồng cỏ và rừng thưa.","['Hươu cao cổ sống ở môi trường nào?', 'Hươu cao cổ sống ở địa điểm nào?', 'Hươu cao cổ sống ở đâu trong tự nhiên?']",1
Hươu cao cổ ăn gì?,Hươu cao cổ ăn lá cây keo.,Hươu cao cổ ăn lá cây keo.,"['Hươu cao cổ sống ở đâu?', 'Hươu cao cổ có thể chạy nhanh không?', 'Hươu cao cổ có thể sống ở những nơi khô cằn không?']",1
Hươu cao cổ có khả năng giữ nước trong cơ thể không?,"Có, hươu cao cổ có thể giữ nước lâu trong cơ thể.","Có, hươu cao cổ có khả năng giữ nước trong cơ thể.","['Hươu cao cổ sống ở đâu?', 'Hươu cao cổ có thể chạy nhanh không?', 'Hươu cao cổ là động vật cao nhất trên cạn phải không?']",1
Hươu cao cổ có thể chạy nhanh không?,"Có, hươu cao cổ có thể chạy nhanh và đạt tốc độ nước đại là 55 km/h.","Hươu cao cổ có thể chạy nhanh và trong trường hợp khẩn cấp có thể đạt tới tốc độ nước đại là 55 km/h, có nghĩa là ở khoảng cách ngắn chúng có thể đuổi kịp ngựa đua.","['Hươu cao cổ sống ở đâu?', 'Hươu cao cổ ăn gì?', 'Hươu cao cổ có thể sống ở những nơi khô cằn không?']",1
Trò chơi Vòng xoay không gian được trang trí như thế nào?,Bên trong Vòng xoay không gian được trang trí với những ngôi sao lấp lánh của vũ trụ.,Trò chơi Vòng xoay không gian được trang trí với những ngôi sao lấp lánh của vũ trụ.,"['Vòng xoay không gian ở đâu?', 'Ai là nhà đầu tư của trò chơi Vòng xoay không gian?', 'Trò chơi Vòng xoay không gian có tốc độ cao không?']",1
Ai đầu tư trò chơi Vòng xoay không gian tại công viên Đầm Sen?,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ (Phuthotourist) đầu tư trò chơi Vòng xoay không gian tại công viên Đầm Sen.,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ (Phuthotourist) đầu tư trò chơi Vòng xoay không gian tại công viên Đầm Sen.,"['Ai là nhà đầu tư của trò chơi Vòng xoay không gian tại công viên Đầm Sen?', 'Công ty nào đầu tư trò chơi Vòng xoay không gian tại công viên Đầm Sen?', 'Ai là chủ sở hữu của trò chơi Vòng xoay không gian tại công viên Đầm Sen?']",1
Đường Nguyễn Huệ trước đây là kênh đào nào?,Chợ Vải,Đường Nguyễn Huệ trước đây là kênh đào Chợ Vải.,"['Đường Nguyễn Huệ là tuyến giao thông đường thủy nào?', 'Kênh Chợ Vải được sử dụng để làm gì?', 'Khi nào đường Nguyễn Huệ được đổi tên từ đại lộ Charner?']",1
Kênh Chợ Vải được sử dụng để làm gì?,Cung cấp hàng hóa cho chợ Bến Thành và cho tàu chở quân nhân vào thành,Kênh Chợ Vải được sử dụng để vận chuyển hàng hóa cho chợ Bến Thành cũ và các tàu chở quân nhân vào thành.,"['Kênh Chợ Vải có tác dụng gì?', 'Kênh Chợ Vải được sử dụng vào việc gì?', 'Chức năng chính của Kênh Chợ Vải là gì?']",0
